#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648703510675593,200.120144775779,-0.806927850662539,18.83885,17.64994,17.13454,16.80813,16.63157,752,301,2,378,333318907391666176,GALAXY,0.08545643,296,51984,191
1237648703510610183,200.010230028891,-0.808108644024843,19.37177,18.18778,17.58348,17.13908,16.93864,752,301,2,377,333319732025387008,GALAXY,0.08275792,296,51984,194
1237648703510610093,200.018157718026,-0.741004005597105,17.71284,16.26743,15.61815,15.26946,14.99411,752,301,2,377,333320556659107840,GALAXY,0.03384244,296,51984,197
1237648703510609973,200.017618283571,-0.791171645846082,17.30007,16.02926,16.2114,16.33109,16.42982,752,301,2,377,3723409349427699712,STAR,0.001118318,3307,54970,212
1237648703510544559,199.858447550745,-0.730710766398648,19.53188,17.64628,16.75193,16.34617,16.0192,752,301,2,376,333316158612596736,GALAXY,0.08446324,296,51984,181
1237648703510544542,199.835959801206,-0.762394036131301,19.40141,17.64815,16.74163,16.27198,15.94268,752,301,2,376,333329902507943936,GALAXY,0.08888021,296,51984,231
1237648703510544472,199.913702635669,-0.743903882009712,17.19612,15.83726,15.2793,15.03549,14.92108,752,301,2,376,3723408524793978880,STAR,-0.000361061,3307,54970,209
1237648703510544469,199.911529148596,-0.82778891793484,17.84523,17.62344,17.53355,17.54563,17.44993,752,301,2,376,333318357635852288,QSO,0.8911434,296,51984,189
1237648703510479113,199.758098531637,-0.66221434716043,19.4775,17.51512,16.55689,16.11598,15.75708,752,301,2,375,333331276897478656,GALAXY,0.08462463,296,51984,236
1237648703510479093,199.744178211555,-0.628544548691995,18.62936,16.77869,15.84116,15.40949,15.08547,752,301,2,375,333332101531199488,GALAXY,0.08023216,296,51984,239
1237648703510479071,199.713913188977,-0.63084132934033,19.28362,17.94644,17.17981,16.78845,16.48194,752,301,2,375,333331002019571712,GALAXY,0.1146443,296,51984,235
1237648703510479021,199.686452933162,-0.733793413747904,19.25562,17.23803,16.25903,15.8357,15.43507,752,301,2,375,333328528118409216,GALAXY,0.0859492,296,51984,226
1237648703510479005,199.676188222483,-0.792305219078004,18.74306,17.51584,16.8362,16.44594,16.19042,752,301,2,375,333343371525384192,GALAXY,0.08478002,296,51984,280
1237648703510478991,199.669770501422,-0.822973476978317,18.72229,17.34192,16.67519,16.27271,15.94496,752,301,2,375,333338698600966144,GALAXY,0.04720235,296,51984,263
1237648703510478979,199.655033856872,-0.707468233723885,18.20212,16.94959,16.30258,15.89587,15.62526,752,301,2,375,333343096647477248,GALAXY,0.08120288,296,51984,279
1237648703510413537,199.628623293113,-0.787458163834998,19.5239,17.60466,16.64084,16.20983,15.84354,752,301,2,374,333339798112593920,GALAXY,0.08827489,296,51984,267
1237648703510413501,199.606572961463,-0.710735913840426,18.59287,17.0871,16.29822,15.88552,15.56863,752,301,2,374,333338423723059200,GALAXY,0.08077726,296,51984,262
1237648703510413495,199.604530381358,-0.74716277428964,19.39135,18.09164,17.4505,17.07291,16.82672,752,301,2,374,333342272013756416,GALAXY,0.08178464,296,51984,276
1237648703510413477,199.593217616196,-0.698224949413108,19.344,18.21936,17.61789,17.25592,17.01245,752,301,2,374,333341172502128640,GALAXY,0.08580142,296,51984,272
1237648703510413433,199.557114913468,-0.643822388833874,19.20914,17.31455,16.2501,15.78516,15.4022,752,301,2,374,4508151694782388224,GALAXY,0.1110676,4004,55321,176
1237648703510413432,199.55588421893,-0.647869929382062,18.62314,17.42837,16.7199,16.27669,16.00169,752,301,2,374,333353542007941120,GALAXY,0.1102697,296,51984,317
1237648703510413330,199.535334085719,-0.681150473004788,18.73468,16.87773,15.9586,15.55689,15.23007,752,301,2,374,333349693717243904,GALAXY,0.08575411,296,51984,303
1237648703510413326,199.512506066563,-0.672302055814208,18.4182,17.24102,16.8164,16.64818,16.56969,752,301,2,374,333351068106778624,STAR,-6.477295E-05,296,51984,308
1237648703510347945,199.425851262306,-0.787067702288547,18.67419,17.77018,17.37808,16.99777,16.9452,752,301,2,373,333351892740499456,GALAXY,0.1101486,296,51984,311
1237648703510347897,199.408667109097,-0.750387890565961,18.0081,16.53713,15.92299,15.65066,15.5205,752,301,2,373,3723419519910256640,STAR,0.0009111414,3307,54970,249
1237648703510347895,199.405184031142,-0.817757322076375,18.29906,17.19188,16.76359,16.58648,16.52721,752,301,2,373,3723431614538162176,STAR,0.000392956,3307,54970,293
1237648703510282486,199.255987870513,-0.74388649460515,19.02447,17.46911,16.76896,16.44058,16.16151,752,301,2,372,332160297030674432,GALAXY,0.08190707,295,51985,72
1237648703510282483,199.234691494723,-0.691787475697764,19.28875,18.07222,17.39763,17.04593,16.81871,752,301,2,372,332157823129511936,GALAXY,0.144422,295,51985,63
1237648703510282465,199.31343744698,-0.753907598228812,18.22929,16.99104,16.4877,16.16564,15.90997,752,301,2,372,332161396542302208,GALAXY,0.08552645,295,51985,76
1237648703510282454,199.302786796417,-0.709492133575298,19.27945,16.9915,16.03285,15.69964,15.49887,752,301,2,372,8394723012419803136,STAR,-2.132305E-05,7456,56727,48
1237648703510282290,199.285028178363,-0.777091854428222,17.24544,16.12872,16.17245,16.23912,16.29791,752,301,2,372,3723431064782348288,STAR,0.0001689849,3307,54970,291
1237648703510282257,199.234926303615,-0.672316639787109,17.52143,16.50742,16.20505,16.09862,16.03031,752,301,2,372,8394724111931430912,STAR,7.539814E-05,7456,56727,52
1237648675071197670,248.937916231756,0.776974342303726,16.98021,15.71432,15.50255,15.45817,15.40867,745,301,5,602,391960530174109696,STAR,-0.0004125551,348,51671,536
1237648675603677301,238.847700474763,1.15592936462074,17.22217,15.91736,15.40447,15.19519,15.08675,745,301,6,535,386310140271290368,STAR,-0.0003607571,343,51692,460
1237648675605315842,242.627870184633,1.18451696718085,18.36225,17.05275,16.56915,16.37815,16.33203,745,301,6,560,388580356871186432,STAR,-0.0002194389,345,51690,527
1237648702966792209,184.106588706095,-1.08245167556202,17.47356,16.51067,16.19124,16.04983,16.00548,752,301,1,271,323146776221607936,STAR,1.724697E-05,287,52023,49
1237648702967185465,185.069421812086,-1.05112890643708,17.262,16.14839,15.70567,15.5601,15.49644,752,301,1,277,324284770370480128,STAR,0.000156675,288,52000,93
1237648702967316510,185.311925825982,-1.16990167703766,17.42006,16.41083,16.05819,15.93827,15.88165,752,301,1,279,2891388271139514368,STAR,0.0001611509,2568,54153,281
1237648702967316514,185.31535835869,-1.22870819269757,17.86673,16.70224,16.28561,16.13842,16.07762,752,301,1,279,2880130921120425984,STAR,3.458911E-05,2558,54140,287
1237648702967447565,185.578586142612,-1.05055669598259,18.52118,17.25332,16.69353,16.49101,16.38326,752,301,1,281,2880120475759962112,STAR,0.0001689474,2558,54140,249
1237648702967316573,185.301080203946,-1.11506002819162,19.27254,18.06012,17.47485,17.14241,16.91897,752,301,1,279,324270751597225984,GALAXY,0.1086603,288,52000,42
1237648702967316528,185.375566412656,-1.1162723751073,17.27085,16.35222,16.06819,15.98103,15.95781,752,301,1,279,2880118276736706560,STAR,0.0002869159,2558,54140,241
1237648702967513142,185.818978686266,-1.16428601802874,17.5515,16.5844,16.20872,16.05169,15.99892,752,301,1,282,2891367655296493568,STAR,0.0007681099,2568,54153,206
1237648702967251093,185.210611378579,-1.10329519405427,19.33946,17.54367,16.46906,16.02215,15.67555,752,301,1,278,324270476719319040,GALAXY,0.1326728,288,52000,41
1237648702967251083,185.190102452908,-1.10340714820863,19.58956,17.802,17.0892,16.86734,16.72746,752,301,1,278,2880130096486705152,STAR,-3.773064E-05,2558,54140,284
1237648702967250946,185.115525706253,-1.15769885243,18.93968,18.06637,17.73665,17.63644,17.58556,752,301,1,278,4330258410090289152,STAR,0.001041499,3846,55327,172
1237648702967185571,185.098797691315,-1.13548639556553,19.35455,17.83797,17.03366,16.61604,16.34077,752,301,1,277,324285595004200960,GALAXY,0.1188491,288,52000,96
1237648702967185504,185.012159039012,-1.11144110859263,19.53371,18.75589,18.2605,17.93995,17.8565,752,301,1,277,324281471835596800,GALAXY,0.1572003,288,52000,81
1237648702967185438,185.030831138814,-1.08064815720326,16.96588,16.02831,15.7549,15.64717,15.60259,752,301,1,277,2880131470876239872,STAR,0.0007623834,2558,54140,289
1237648702967119996,184.944258627579,-1.19994139037067,18.24933,17.00582,16.33551,15.91403,15.63367,752,301,1,276,324314457184430080,GALAXY,0.08496574,288,52000,201
1237648702967119973,184.864163941743,-1.2367543839316,19.21148,18.30171,18.01249,17.8973,17.8553,752,301,1,276,4252753833485424640,STAR,-0.0001352294,3777,55210,836
1237648702967054436,184.751258152915,-1.11489842610359,19.42303,17.9242,17.15133,16.72932,16.40958,752,301,1,275,324293841341409280,GALAXY,0.1201394,288,52000,126
1237648702967054406,184.70617035818,-1.23694713440626,17.78422,16.50031,15.87221,15.49801,15.28736,752,301,1,275,324315831573964800,GALAXY,0.06989451,288,52000,206
1237648702966988950,184.605935673647,-1.21635577127104,17.61754,16.43764,16.53951,16.6374,16.75182,752,301,1,274,324316106451871744,STAR,0.0004140054,288,52000,207
1237648702966988820,184.535643327678,-1.06411290806298,16.20415,14.48584,13.77155,13.41108,13.17842,752,301,1,274,324329850347218944,GALAXY,0.01902536,288,52000,257
1237648702966923474,184.388030181177,-1.19313310179722,19.24533,18.13623,17.77322,17.5135,17.37947,752,301,1,273,324329025713498112,GALAXY,0.07794146,288,52000,254
1237648702966923367,184.440571323346,-1.19924847317973,18.06068,17.04281,16.69544,16.39104,16.25756,752,301,1,273,324327376446056448,GALAXY,0.07009142,288,52000,248
1237648702966923328,184.383356108243,-1.08295974580749,19.39275,17.921,17.06458,16.63083,16.33663,752,301,1,273,324327926201870336,GALAXY,0.1586266,288,52000,250
1237648702966923322,184.370750868074,-1.06639251787147,19.24695,18.14896,17.49914,17.11604,16.88354,752,301,1,273,324325727178614784,GALAXY,0.157098,288,52000,242
1237648702966923291,184.47618751751,-1.17954045572887,18.16135,16.92731,17.02256,17.10938,17.11699,752,301,1,273,375038232359888896,STAR,-8.290143E-05,333,52313,413
1237648702966857828,184.299666890691,-1.06969816473122,19.33407,18.19381,17.72419,17.549,17.46851,752,301,1,272,3722226548988813312,STAR,0.0005822395,3306,54922,5
1237648702966792419,184.077316365094,-1.06923175763648,18.79201,17.71587,17.31064,17.09239,16.98464,752,301,1,271,323147051099514880,GALAXY,0.03146952,287,52023,50
1237648702966792310,184.152964310552,-1.08233966684496,18.48495,17.38919,17.0689,16.88264,16.72604,752,301,1,271,323136880616957952,GALAXY,0.02136928,287,52023,13
1237648702966792250,184.187951946634,-1.05461744006413,18.95729,17.75833,17.39408,17.22012,17.1327,752,301,1,271,323136330861144064,STAR,0.0005661169,287,52023,11
1237648702966726812,183.969398862131,-1.20398936150361,18.67024,17.3274,16.66518,16.27936,16.0012,752,301,1,270,323145951587887104,GALAXY,0.0795421,287,52023,46
1237648702966726705,183.982089587399,-1.24603110677532,19.06868,17.96508,17.49677,17.30542,17.27109,752,301,1,270,3722226823866720256,STAR,0.000606571,3306,54922,6
1237648702966726694,183.964238340168,-1.20695533615583,17.77141,16.57381,16.08228,15.87215,15.79038,752,301,1,270,3722227923378348032,STAR,0.0002056832,3306,54922,10
1237648702966726680,183.94310111076,-1.22769259984084,18.87007,17.03356,16.25884,15.90507,15.71206,752,301,1,270,3722229297767882752,STAR,-5.020142E-05,3306,54922,15
1237648702968234081,187.492430995609,-1.14846800459543,17.41011,16.28985,15.90513,15.76915,15.71545,752,301,1,293,325399949871179776,STAR,7.382272E-05,289,51990,54
1237648702966595749,183.758814562256,-1.14229589709452,19.50271,18.76049,18.65779,18.51935,18.24256,752,301,1,268,4252696109124966400,QSO,2.352051,3777,55210,626
1237648702966595724,183.723813145994,-1.06479044616795,19.46423,18.04963,17.51959,17.27666,17.179,752,301,1,268,363677241877489664,STAR,2.311568E-05,323,51615,42
1237648702966595665,183.730154622798,-1.12014958601342,18.39118,17.12011,17.20391,17.26423,17.32476,752,301,1,268,3722238368738811904,STAR,0.000303277,3306,54922,48
1237648702966595654,183.707910081835,-1.21250054243076,18.71876,18.2819,18.26961,18.2414,18.19143,752,301,1,268,364806166296946688,QSO,0.6705019,324,51666,53
1237648702966595652,183.70449115527,-1.17835905651188,19.00703,17.37258,16.68719,16.40405,16.24372,752,301,1,268,363680265534466048,STAR,0.0004978543,323,51615,53
1237648702966595650,183.702838747642,-1.07713577932925,17.85999,16.54563,16.05583,15.8433,15.74548,752,301,1,268,3722238918494625792,STAR,0.0002395214,3306,54922,50
1237648702966530336,183.612650615662,-1.12409775377337,19.26156,18.13403,17.31124,16.86835,16.58677,752,301,1,267,323156122070444032,GALAXY,0.1780877,287,52023,83
1237648702966530271,183.566816096543,-1.13587774148867,19.34089,17.41159,16.39621,15.92878,15.54577,752,301,1,267,323168491576256512,GALAXY,0.0996795,287,52023,128
1237648702966530181,183.569519234275,-1.10524362382603,19.12726,17.9419,17.4106,17.19551,17.08873,752,301,1,267,3722250738244624384,STAR,0.00138471,3306,54922,93
1237648702968561718,188.171207206629,-1.19096992229922,17.96837,16.8683,16.47369,16.34019,16.24966,752,301,1,298,3287710267890231296,STAR,-9.362145E-07,2920,54562,300
1237648702966399088,183.293015700681,-1.19554066009257,19.4189,19.26654,18.84102,18.86815,18.98317,752,301,1,265,323193780343695360,QSO,1.131862,287,52023,220
1237648702966399072,183.249800302644,-1.1166530486774,19.15237,17.99284,17.60832,17.47534,17.43415,752,301,1,265,363688511871674368,STAR,0.0002098665,323,51615,83
1237648702966399012,183.239158812341,-1.06269724632694,17.40384,16.44162,16.23563,16.186,16.21599,752,301,1,265,3722261458482995200,STAR,0.0002223291,3306,54922,132
1237648704046760015,198.397571804343,-0.254666006675137,17.46682,16.59725,16.39723,16.31739,16.29289,752,301,3,366,8394762869716310016,STAR,0.0002048123,7456,56727,193
1237648704046760045,198.414346598836,-0.41210474893191,18.67739,17.08638,16.43964,16.17355,16.02683,752,301,3,366,8394760945570961408,STAR,2.19927E-07,7456,56727,186
1237648704046760050,198.416885553961,-0.33587061595266,17.88594,16.94393,16.71045,16.59647,16.59294,752,301,3,366,8394762319960496128,STAR,-7.216827E-05,7456,56727,191
1237648704046760056,198.420262315335,-0.305425235105193,18.95706,17.91488,17.84692,17.84244,17.88301,752,301,3,366,8394759571181426688,STAR,1.237495E-05,7456,56727,181
1237648704046760189,198.412295131135,-0.366106395215576,19.40549,18.07677,17.5475,17.34606,17.24006,752,301,3,366,8394762045082589184,STAR,-3.025863E-05,7456,56727,190
1237648704046760198,198.428206426225,-0.384405699717528,18.44623,17.23412,16.67523,16.29652,16.07245,752,301,3,366,332189708966717440,GALAXY,0.09444475,295,51985,179
1237648704046825511,198.462590631871,-0.391201014410958,17.665,16.35717,15.81744,15.60813,15.51772,752,301,3,367,8394760670693054464,STAR,-0.0001316697,7456,56727,185
1237648704046825515,198.478321935643,-0.210675228246377,17.96464,16.57678,16.05569,15.83916,15.72621,752,301,3,367,8394762594838403072,STAR,0.0002422642,7456,56727,192
1237648704046825575,198.524566222618,-0.301638930865865,17.6977,16.24204,15.6808,15.45017,15.33208,752,301,3,367,3266267593635293184,STAR,0.0002297901,2901,54652,116
1237648704049119312,203.761736540069,-0.221274719690184,17.55346,16.4614,16.07165,15.93776,15.8892,752,301,3,402,335560261358348288,STAR,-8.083705E-05,298,51955,153
1237648704049381665,204.327776784505,-0.31010337271044,19.54349,18.67368,18.37785,18.28973,18.29037,752,301,3,406,4555434822710089728,STAR,5.473095E-05,4046,55605,159
1237648704049381611,204.287323930116,-0.287239284064624,18.95429,17.82162,17.33243,17.04852,16.89649,752,301,3,406,335535522346723328,GALAXY,0.0610222,298,51955,63
1237648704049381461,204.319215301742,-0.303663343969076,16.71275,15.68954,15.51563,15.49645,15.52807,752,301,3,406,336730961599293440,STAR,-5.695545E-05,299,51671,316
1237648704049315881,204.204627957126,-0.349259904394593,18.08925,18.08443,17.95049,17.89585,17.38727,752,301,3,405,335546517463001088,QSO,0.2960864,298,51955,103
1237648704049250518,204.08488409237,-0.412822271906921,19.47871,17.62571,16.88785,16.44994,16.14513,752,301,3,404,335550365753698304,GALAXY,0.04741794,298,51955,117
1237648704049250457,204.012832249338,-0.25253354400649,18.81658,17.59161,17.05509,16.74705,16.50039,752,301,3,404,336732061110921216,GALAXY,0.07625112,299,51671,320
1237648704049250317,203.98120322612,-0.241420292968693,19.39423,17.51354,16.65162,16.22017,15.91311,752,301,3,404,336728212820224000,GALAXY,0.07615651,299,51671,306
1237648704049185051,203.956561996724,-0.216894750539377,18.88721,17.3464,16.52588,16.08977,15.78733,752,301,3,403,335559161846720512,GALAXY,0.07576311,298,51955,149
1237648704049184955,203.836949236713,-0.394822761672331,18.87348,17.84478,17.35933,17.11581,16.95407,752,301,3,403,335557512579278848,GALAXY,0.07604571,298,51955,143
1237648704049119470,203.799112032335,-0.285106884566171,19.26072,17.97265,17.27236,16.8894,16.6526,752,301,3,402,335558612090906624,GALAXY,0.1032969,298,51955,147
1237648704049119426,203.768950640648,-0.306395995292654,17.2373,15.65943,14.76368,14.32308,13.97611,752,301,3,402,335558337212999680,GALAXY,0.08613902,298,51955,146
1237648704048332959,201.984062083556,-0.302765459418362,19.55154,17.67778,16.75413,16.28657,15.83237,752,301,3,390,334436285663963136,GALAXY,0.04604892,297,51959,160
1237648704048070810,201.380843256625,-0.362272559583872,19.39737,18.30337,17.55364,17.12443,16.88873,752,301,3,386,334458275896518656,GALAXY,0.1992645,297,51959,240
1237648704048070808,201.372386797327,-0.220651295497256,18.96322,18.02035,17.63211,17.32819,17.18333,752,301,3,386,334453602972100608,GALAXY,0.09368766,297,51959,223
1237648704048005175,201.209550853391,-0.412876540469109,18.03734,16.81516,16.29078,16.06167,15.96934,752,301,3,385,3723359596526542848,STAR,-0.0005519685,3307,54970,31
1237648704047939646,201.072684731326,-0.273712336765803,19.32541,19.29712,19.00853,19.00892,19.09515,752,301,3,384,334455252239542272,QSO,1.327018,297,51959,229
1237648704047939639,201.051560177596,-0.390853456035674,17.27673,16.15495,15.66151,15.44007,15.33098,752,301,3,384,3723370041887006720,STAR,0.0004008742,3307,54970,69
1237648704047939595,200.99053723983,-0.217251533827135,18.73462,17.68393,17.30969,17.17425,17.11305,752,301,3,384,3723369492131192832,STAR,0.0001907895,3307,54970,67
1237648704047874281,200.954682406599,-0.333746559090204,19.11444,17.80013,17.26208,16.91233,16.6414,752,301,3,383,333284272775391232,GALAXY,0.05153014,296,51984,65
1237648704047874085,200.874829440698,-0.254613234171252,17.69677,16.70937,16.30418,16.12808,16.06174,752,301,3,383,3723370866520727552,STAR,-0.000212519,3307,54970,72
1237648704047874075,200.849108440715,-0.365356101470787,18.99327,18.4535,17.89016,17.65157,17.55261,752,301,3,383,4560002468789114880,QSO,1.391543,4050,55599,392
1237648704047808730,200.809839537637,-0.220986906808391,19.48652,17.89166,17.12134,16.72313,16.42418,752,301,3,382,334468996134889472,GALAXY,0.08196013,297,51959,279
1237648704047808727,200.80995208382,-0.315619136194735,19.31901,17.81679,17.05058,16.61492,16.30321,752,301,3,382,334469271012796416,GALAXY,0.0755471,297,51959,280
1237648704047808680,200.769669297599,-0.284916811567907,18.95549,17.7053,17.10296,16.70164,16.42739,752,301,3,382,334468171501168640,GALAXY,0.08204828,297,51959,276
1237648704047808524,200.691349445554,-0.212608368205398,18.3793,16.02547,15.08454,14.75029,14.57007,752,301,3,382,3723381861637005312,STAR,-7.126392E-05,3307,54970,112
1237648704047743174,200.661165937071,-0.281907778604226,17.46977,16.29475,15.80524,15.60191,15.49881,752,301,3,381,334464323210471424,GALAXY,0.01388197,297,51959,262
1237648704047743002,200.583193055222,-0.388561975190269,18.76766,17.25001,16.60935,16.39825,16.28221,752,301,3,381,3723380762125377536,STAR,-3.656343E-05,3307,54970,108
1237648704047677650,200.523118708702,-0.257125630464941,19.57578,17.78184,16.91376,16.54544,16.22389,752,301,3,380,333298841304459264,GALAXY,0.07563096,296,51984,118
1237648704047611956,200.305915001665,-0.295686573260584,18.17784,17.16136,16.74144,16.58305,16.51023,752,301,3,379,3723393406509096960,STAR,5.714973E-05,3307,54970,154
1237648704047611945,200.293189765744,-0.394839099836339,19.46518,18.54121,18.41681,18.37251,18.37121,752,301,3,379,3723390932607934464,STAR,0.0007436154,3307,54970,145
1237648704047611942,200.285949591211,-0.370484223192728,18.75482,18.58039,18.57294,18.36787,18.45016,752,301,3,379,333314509345155072,QSO,1.585109,296,51984,175
1237648704047546574,200.188566610779,-0.413796515772026,19.43589,18.51427,17.29509,16.74747,16.43007,752,301,3,378,333312585199806464,GALAXY,0.2208342,296,51984,168
1237648704047546390,200.105736754431,-0.397868036869852,19.44297,18.52481,18.21126,18.12633,18.05816,752,301,3,378,4508111012852160512,STAR,0.0003934197,4004,55321,28
1237648704047546374,200.090114083997,-0.312823597996263,17.74265,16.29407,15.724,15.52182,15.4168,752,301,3,378,3723398354311421952,STAR,9.594548E-05,3307,54970,172
1237648704047480971,199.992270388117,-0.264407226699274,19.46111,17.28774,16.42622,16.06974,15.85424,752,301,3,377,3723397804555608064,STAR,0.0006517998,3307,54970,170
1237648704047480883,200.021829610553,-0.326071483628939,19.414,17.06873,16.10009,15.76383,15.57621,752,301,3,377,3723397529677701120,STAR,-3.551043E-05,3307,54970,169
1237648704047415443,199.835443115958,-0.274231222433408,19.59801,18.18183,17.14234,16.52393,16.13695,752,301,3,376,333330177385850880,STAR,-0.0001459212,296,51984,232
1237648704047415410,199.784437051516,-0.338657870211038,18.95151,17.90119,17.39108,17.06789,16.9069,752,301,3,376,333330727141664768,GALAXY,0.081264,296,51984,234
1237648704047415383,199.895706222314,-0.34697628293169,18.25467,17.1438,16.70923,16.51799,16.45094,752,301,3,376,3723402477480026112,STAR,-6.433031E-05,3307,54970,187
1237648704047349988,199.752148939386,-0.372870530601157,19.02819,17.46989,16.65357,16.16962,15.78333,752,301,3,375,333331826653292544,GALAXY,0.08287931,296,51984,238
1237646382080065645,95.7314023763831,1.00197226684995,18.11789,16.60105,16.09809,15.879,15.68943,211,301,6,366,1417652342790055936,STAR,0.0003238948,1259,52931,525
1237646382080065674,95.7399859175056,0.861880415615242,18.01439,16.37078,15.91688,15.71746,15.55174,211,301,6,366,1417652892545869824,STAR,0.0001714224,1259,52931,527
1237646382080131559,95.972776032252,0.847201351068121,19.12568,17.28396,16.37393,15.96665,15.7325,211,301,6,367,1417664712295868416,STAR,3.883882E-05,1259,52931,570
1237646382080197278,96.1297179420935,0.996759246324503,19.06342,17.39516,16.82567,16.55591,16.39878,211,301,6,368,1417675707412146176,STAR,0.0001424178,1259,52931,610
1237646382080262641,96.2746740390458,0.84218039441451,18.0279,16.33461,15.93053,15.75444,15.63022,211,301,6,369,1417675157656332288,STAR,0.0001742895,1259,52931,608
1237646382080262656,96.2946787215503,0.879354529070899,17.75707,16.10103,15.67765,15.49004,15.32634,211,301,6,369,1417674333022611456,STAR,2.191442E-05,1259,52931,605
1237646549577891934,55.0216160799018,1.27450075691009,19.47332,17.17348,16.22887,15.84207,15.59702,250,301,6,276,8254176013296359424,STAR,-5.376758E-05,7331,56658,741
1237646585559187545,72.9399683359503,-0.946746734837275,18.60869,17.2593,16.75288,16.56083,16.48983,259,301,1,443,897347211522762752,STAR,0.000285046,797,52263,18
1237646585563643993,83.0973839242632,-0.840216843641213,18.00216,16.51429,15.85651,15.55195,15.39107,259,301,1,511,2310371130034120704,STAR,0.0001584812,2052,53401,89
1237646585563644094,83.1259986593935,-0.923496332808388,18.17068,16.04599,15.22213,14.92224,14.7631,259,301,1,511,2310370580278306816,STAR,2.064206E-05,2052,53401,87
1237646585563775441,83.4845127703763,-0.852578339260218,19.17518,17.40466,16.63892,16.28806,16.08584,259,301,1,513,2310360409795749888,STAR,0.0002734244,2052,53401,50
1237646585563840555,83.553509992978,-1.00559397372226,16.84814,15.45056,14.84045,14.57015,14.44254,259,301,1,514,2310362333941098496,STAR,0.00014794,2052,53401,57
1237646586099990569,81.882166489001,-0.603347412145231,17.83624,16.61213,16.35788,16.27118,16.28676,259,301,2,503,2310429953906206720,STAR,0.0002229865,2052,53401,303
1237646586100318560,82.7485757074693,-0.477925539248465,18.85306,16.75453,15.80199,15.38145,15.18048,259,301,2,508,2310409612941092864,STAR,6.473744E-05,2052,53401,229
1237646586100318579,82.7514778869769,-0.619038574234274,18.41981,17.11279,16.5295,16.25244,16.10431,259,301,2,508,2310409887818999808,STAR,3.383154E-05,2052,53401,230
1237646586100318755,82.6774722617897,-0.60151565349299,19.42872,17.67688,16.75712,16.30523,16.02833,259,301,2,508,2310421432691091456,STAR,0.0001258277,2052,53401,272
1237646586104053799,91.1544002437233,-0.562835998760313,17.55912,17.66917,18.09343,18.3891,18.71067,259,301,2,565,1406323001032468480,STAR,-0.0002342233,1249,54484,269
1237646586632274269,71.4835614391258,-0.0720187373700444,19.57714,19.92393,20.3055,20.62263,20.84769,259,301,3,433,897461560732051456,STAR,-7.304735E-05,797,52263,434
1237646586632339501,71.5596035808799,-0.0679153854159723,18.5357,17.25237,16.78203,16.60119,16.54325,259,301,3,434,897461835609958400,STAR,8.572968E-05,797,52263,435
1237646586632339687,71.6873977919655,-0.00723130911161073,18.27782,17.22536,16.87999,16.7393,16.68838,259,301,3,434,897470631702980608,STAR,-3.552456E-06,797,52263,467
1237646586636796495,81.8554184850997,-0.0640434826150853,17.31778,16.03738,15.89335,15.88645,15.93368,259,301,3,502,2310399442458535936,GALAXY,0,2052,53401,192
1237646586636861771,81.9609759307867,-0.0771065702538842,17.11362,15.87861,15.48288,15.35026,15.27169,259,301,3,503,2310432977563183104,STAR,2.851938E-06,2052,53401,314
1237646586637123785,82.5258137604348,-0.159594114780361,17.56254,16.27703,15.92735,15.69758,15.63443,259,301,3,507,2310419783423649792,STAR,0.0001439976,2052,53401,266
1237646586637189555,82.7511208534233,-0.13409720914544,19.10843,17.22146,16.47985,16.20813,16.0626,259,301,3,508,2310411811964348416,STAR,3.599084E-05,2052,53401,237
1237646586637451455,83.2705477136067,-0.0728558414765511,19.22151,17.90629,17.36145,17.11661,16.97309,259,301,3,512,2310394219778304000,STAR,0.0002407438,2052,53401,173
1237646586637451525,83.2913919792665,-0.0456228657878391,19.0602,17.87524,17.28617,17.03526,16.87956,259,301,3,512,2310478607295735808,STAR,0.0004144059,2052,53401,480
1237646586637516847,83.4176354794452,-0.0458053430010542,17.19197,15.68888,15.07164,14.72227,14.65668,259,301,3,513,2310393670022490112,STAR,0.0001172493,2052,53401,171
1237646586637516849,83.4651043961937,-0.0592120654526033,17.6429,16.19613,15.58324,15.31918,15.16468,259,301,3,513,2310389821731792896,STAR,0.0001344857,2052,53401,157
1237646586637516855,83.487158050788,-0.0216798904872391,18.39251,17.02003,16.43709,16.18935,16.04589,259,301,3,513,2310482455586433024,STAR,4.89007E-05,2052,53401,494
1237646586637517282,83.4175981332136,-0.115247631481259,19.4623,18.00237,17.44466,17.18726,17.06655,259,301,3,513,2310394769534117888,STAR,0.0001101662,2052,53401,175
1237646586638827702,86.4566657262574,-0.0865121112794315,19.27971,19.2137,17.71551,18.92219,18.65953,259,301,3,533,8170727753672579072,STAR,5.106626E-06,7257,56658,262
1237646586638893582,86.5876779178298,-0.202594950979908,18.16801,17.83611,17.15799,16.79025,16.513,259,301,3,534,8170728303428392960,STAR,0.0001786963,7257,56658,264
1237646586639089979,87.0705260161423,-0.189387405330797,18.29707,19.05436,17.86311,18.62256,17.6707,259,301,3,537,8170706038317930496,GALAXY,0.1815861,7257,56658,183
1237646587173404711,81.1243551741471,0.396091482156994,18.69682,17.59565,16.29555,15.03335,14.23506,259,301,4,498,8175238499202783232,STAR,3.524788E-05,7261,56603,288
